Count,Agent Name,Description,Severity Level
9275,nibin-dev,CVE-2022-41916 affects libheimntlm0-heimdal,
9276,nibin-dev,CVE-2022-41916 affects libroken18-heimdal,
9277,nibin-dev,CVE-2022-0392 affects vim,
9278,nibin-dev,CVE-2022-0392 affects vim-runtime,
9279,nibin-dev,CVE-2022-0392 affects vim-tiny,
9280,nibin-dev,CVE-2022-46340 affects xserver-xorg-core,
9281,nibin-dev,CVE-2023-24329 affects libpython3.8-minimal,
9282,nibin-dev,CVE-2023-24329 affects python3.8-minimal,
9283,nibin-dev,CVE-2022-46341 affects xserver-common,
9284,nibin-dev,CVE-2022-46342 affects xserver-common,
9285,nibin-dev,CVE-2022-46342 affects xserver-xephyr,
9286,nibin-dev,CVE-2022-46342 affects xserver-xorg-legacy,
9287,nibin-dev,CVE-2022-46343 affects xserver-xorg-core,
9288,nibin-dev,CVE-2022-46343 affects xwayland,
9289,nibin-dev,CVE-2022-46344 affects xserver-xorg-core,
9290,nibin-dev,CVE-2023-5732 affects thunderbird,
9291,nibin-dev,CVE-2023-51767 affects openssh-client,
9292,nibin-dev,CVE-2023-51767 affects openssh-server,
9293,nibin-dev,CVE-2023-25750 affects firefox,
9294,nibin-dev,CVE-2023-25752 affects firefox,
9295,nibin-dev,CVE-2023-25752 affects thunderbird-gnome-support,
9296,nibin-dev,CVE-2016-2781 affects coreutils,
9297,nibin-dev,CVE-2023-2255 affects libuno-sal3,
9298,nibin-dev,CVE-2023-2255 affects libuno-salhelpergcc3-3,
9299,nibin-dev,CVE-2023-2255 affects python3-uno,
9300,nibin-dev,CVE-2023-2255 affects ure,
9301,nibin-dev,CVE-2022-3352 affects vim,
9302,nibin-dev,CVE-2019-2392 affects mongodb-clients,
9303,nibin-dev,CVE-2020-26418 affects libwireshark-data,
9304,nibin-dev,CVE-2020-26418 affects libwiretap10,
9305,nibin-dev,CVE-2020-26418 affects libwsutil11,
9306,nibin-dev,CVE-2019-2393 affects mongodb-clients,
9307,nibin-dev,CVE-2019-2393 affects mongodb-server-core,
9308,nibin-dev,CVE-2019-19450 affects python3-reportlab-accel,
9309,nibin-dev,CVE-2020-36023 affects libpoppler-cpp0v5,
9310,nibin-dev,CVE-2020-36023 affects poppler-utils,
9311,nibin-dev,CVE-2022-1615 affects libsmbclient,
9312,nibin-dev,CVE-2020-27792 affects ghostscript,
9313,nibin-dev,CVE-2020-27792 affects libgs9-common,
9314,nibin-dev,CVE-2019-15847 affects libgcc1,
9315,nibin-dev,CVE-2023-36664 affects libgs9,
9316,nibin-dev,CVE-2023-36664 affects libgs9-common,
9317,nibin-dev,CVE-2023-5981 affects libgnutls-dane0,
9318,nibin-dev,CVE-2023-6377 affects xserver-common,
9319,nibin-dev,CVE-2022-35205 affects libbinutils,
9320,nibin-dev,CVE-2020-26575 affects libwsutil11,
9321,nibin-dev,CVE-2020-26575 affects wireshark-common,
9322,nibin-dev,CVE-2021-20298 affects libopenexr24,
9323,nibin-dev,CVE-2022-39249 affects thunderbird,
9324,nibin-dev,CVE-2024-20983 affects libmysqlclient21,
9325,nibin-dev,CVE-2024-20984 affects mysql-client,
9326,nibin-dev,CVE-2024-20985 affects mysql-client,
9327,nibin-dev,CVE-2023-4154 affects libsmbclient,
9328,nibin-dev,CVE-2022-40284 affects libntfs-3g883,
9329,nibin-dev,CVE-2022-40284 affects ntfs-3g,
9330,nibin-dev,CVE-2023-25652 affects git,
9331,nibin-dev,CVE-2022-33972 affects intel-microcode,
9332,nibin-dev,CVE-2022-47673 affects binutils-common,
9333,nibin-dev,CVE-2023-4055 affects firefox,
9334,nibin-dev,CVE-2023-4055 affects thunderbird-gnome-support,
9335,nibin-dev,CVE-2023-20592 affects amd64-microcode,
9336,nibin-dev,CVE-2023-4058 affects firefox,
9337,nibin-dev,CVE-2023-5535 affects vim,
9338,nibin-dev,CVE-2023-5535 affects vim-runtime,
9339,nibin-dev,CVE-2023-5535 affects xxd,
9340,nibin-dev,CVE-2023-31122 affects apache2-utils,
9341,nibin-dev,CVE-2022-37966 affects libsmbclient,
9342,nibin-dev,CVE-2022-37966 affects samba-libs,
9343,nibin-dev,CVE-2022-37967 affects libwbclient0,
9344,nibin-dev,CVE-2022-37967 affects samba-libs,
9345,nibin-dev,CVE-2022-47010 affects binutils-common,
9346,nibin-dev,CVE-2022-47011 affects binutils,
9347,nibin-dev,CVE-2022-47011 affects libbinutils,
9348,nibin-dev,CVE-2022-47011 affects libctf-nobfd0,
9349,nibin-dev,CVE-2022-47011 affects libctf0,
9350,nibin-dev,CVE-2022-32923 affects gir1.2-webkit2-4.0,
9351,nibin-dev,CVE-2022-32923 affects libjavascriptcoregtk-4.0-18,
9352,nibin-dev,CVE-2023-1393 affects xserver-common,
9353,nibin-dev,CVE-2023-1393 affects xserver-xorg-core,
9354,nibin-dev,CVE-2022-3970 affects libtiff5,
9355,nibin-dev,CVE-2020-26420 affects libwireshark-data,
9356,nibin-dev,CVE-2020-26420 affects libwireshark13,
9357,nibin-dev,CVE-2020-26420 affects tshark,
9358,nibin-dev,CVE-2023-23605 affects firefox,
9359,nibin-dev,CVE-2023-23605 affects thunderbird-gnome-support,
9360,nibin-dev,CVE-2023-23606 affects firefox,
9361,nibin-dev,CVE-2023-22079 affects mysql-client,
9362,nibin-dev,CVE-2019-18862 affects mailutils-common,
9363,nibin-dev,CVE-2023-40217 affects libpython3.8,
9364,nibin-dev,CVE-2023-40217 affects libpython3.8-stdlib,
9365,nibin-dev,CVE-2023-29469 affects libxml2,
9366,nibin-dev,CVE-2022-41409 affects libpcre2-16-0,
9367,nibin-dev,CVE-2021-22235 affects libwireshark-data,
9368,nibin-dev,CVE-2021-22235 affects libwireshark13,
9369,nibin-dev,CVE-2023-6175 affects libwireshark-data,
9370,nibin-dev,CVE-2023-6175 affects libwsutil11,
9371,nibin-dev,CVE-2023-6175 affects tshark,
9372,nibin-dev,CVE-2023-6175 affects wireshark-qt,
9373,nibin-dev,CVE-2022-2845 affects vim,
9374,nibin-dev,CVE-2022-2845 affects xxd,
9375,nibin-dev,CVE-2020-19726 affects binutils,
9376,nibin-dev,CVE-2020-19726 affects libbinutils,
9377,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure /tmp is a separate partition.,
9378,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nodev option set on /tmp partition.,
9379,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure separate partition exists for /var.,
9380,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nosuid option set on /var partition.,
9381,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure separate partition exists for /var/tmp.,
9382,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nodev option set on /var/tmp partition.,
9383,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure separate partition exists for /var/log.,
9384,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nosuid option set on /var/tmp partition.,
9385,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure noexec option set on /var/log partition.,
9386,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure separate partition exists for /home.,
9387,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nosuid option set on /home partition.,
9388,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure noexec option set on /dev/shm partition.,
9389,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nosuid option set on /dev/shm partition.,
9390,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on bootloader config are configured.,
9391,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure authentication required for single user mode.,
9392,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure Automatic Error Reporting is not enabled.,
9393,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure AppArmor is installed.,
9394,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure all AppArmor Profiles are enforcing.,
9395,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure remote login warning banner is configured properly.,
9396,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/issue are configured.,
9397,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure XDCMP is not enabled.,
9398,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure chrony is configured with authorized timeserver.,
9399,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure chrony is enabled and running.,
9400,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure ntp access control is configured.,
9401,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure Avahi Server is not installed.,
9402,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure CUPS is not installed.,
9403,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure DHCP Server is not installed.,
9404,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure LDAP server is not installed.,
9405,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure NFS is not installed.,
9406,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure RPC is not installed.,
9407,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure ufw service is enabled.,
9408,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure ufw loopback traffic is configured.,
9409,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nftables is installed.,
9410,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nftables base chains exist.,
9411,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nftables default deny firewall policy.,
9412,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/cron.hourly are configured.,
9413,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/cron.monthly are configured.,
9414,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/cron.weekly are configured.,
9415,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure cron is restricted to authorized users.,
9416,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH access is limited.,
9417,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH LogLevel is appropriate.,
9418,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH HostbasedAuthentication is disabled.,
9419,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH PermitEmptyPasswords is disabled.,
9420,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH PermitUserEnvironment is disabled.,
9421,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH X11 forwarding is disabled.,
9422,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure only strong Ciphers are used.,
9423,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure only strong MAC algorithms are used.,
9424,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH warning banner is configured.,
9425,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH LoginGraceTime is set to one minute or less.,
9426,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure sudo is installed.,
9427,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure sudo commands use pty.,
9428,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure sudo authentication timeout is configured correctly.,
9429,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure access to the su command is restricted.,
9430,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure inactive password lock is 30 days or less.,
9431,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure maximum number of same consecutive characters in a password is configured.,
9432,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure systemd-journal-remote is installed.,
9433,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure systemd-journal-remote is configured.,
9434,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure systemd-journal-remote is enabled.,
9435,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure rsyslog service is enabled.,
9436,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure auditd is installed.,
9437,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure auditd service is enabled and active.,
9438,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure auditing for processes that start prior to auditd is enabled.,
9439,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure actions as another user are always logged.,
9440,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure session initiation information is collected.,
9441,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure successful and unsuccessful attempts to use the setfacl command are recorded.,
9442,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure successful and unsuccessful attempts to use the chacl command are recorded.,
9443,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure audit tools are owned by root.,
9444,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/passwd are configured.,
9445,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/passwd- are configured.,
9446,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/group are configured.,
9447,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/shadow are configured.,
9448,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure accounts in /etc/passwd use shadowed passwords.,
9449,nibin-dev,CVE-2022-42852 affects libjavascriptcoregtk-4.0-18,
9450,nibin-dev,CVE-2020-35531 affects libraw19,
9451,nibin-dev,CVE-2022-42856 affects gir1.2-javascriptcoregtk-4.0,
9452,nibin-dev,CVE-2022-42856 affects gir1.2-webkit2-4.0,
9453,nibin-dev,CVE-2022-42856 affects libjavascriptcoregtk-4.0-18,
9454,nibin-dev,CVE-2022-2257 affects vim-runtime,
9455,nibin-dev,CVE-2021-33294 affects libdw1,
9456,nibin-dev,CVE-2022-28321 affects libpam-modules,
9457,nibin-dev,CVE-2022-28321 affects libpam-modules-bin,
9458,nibin-dev,CVE-2022-28321 affects libpam-runtime,
9459,nibin-dev,CVE-2022-28321 affects libpam0g,
9460,nibin-dev,CVE-2023-22045 affects openjdk-8-jdk-headless,
9461,nibin-dev,CVE-2023-22045 affects openjdk-8-jre,
9462,nibin-dev,CVE-2023-22045 affects openjdk-8-jre-headless,
9463,nibin-dev,CVE-2023-22048 affects libmysqlclient21,
9464,nibin-dev,CVE-2023-22049 affects openjdk-8-jdk,
9465,nibin-dev,CVE-2023-23529 affects libjavascriptcoregtk-4.0-18,
9466,nibin-dev,CVE-2022-1941 affects python3-protobuf,
9467,nibin-dev,CVE-2022-1942 affects vim,
9468,nibin-dev,CVE-2022-1942 affects vim-common,
9469,nibin-dev,CVE-2022-1942 affects vim-runtime,
9470,nibin-dev,CVE-2022-1942 affects xxd,
9471,nibin-dev,CVE-2023-0797 affects libtiff5,
9472,nibin-dev,CVE-2023-0798 affects libtiff5,
9473,nibin-dev,CVE-2020-21047 affects libdw1,
9474,nibin-dev,CVE-2020-21047 affects libelf1,
9475,nibin-dev,CVE-2024-0567 affects libgnutlsxx28,
9476,nibin-dev,CVE-2022-1897 affects vim-common,
9477,nibin-dev,CVE-2023-4581 affects thunderbird,
9478,nibin-dev,CVE-2023-4583 affects firefox,
9479,nibin-dev,CVE-2023-4584 affects thunderbird-gnome-support,
9480,nibin-dev,CVE-2023-4585 affects thunderbird,
9481,nibin-dev,CVE-2023-4585 affects thunderbird-gnome-support,
9482,nibin-dev,CVE-2023-44488 affects libvpx6,
9483,nibin-dev,CVE-2023-20569 affects amd64-microcode,
9484,nibin-dev,CVE-2023-0494 affects xserver-common,
9485,nibin-dev,CVE-2020-11080 affects libnghttp2-14,
9486,nibin-dev,CVE-2023-27954 affects gir1.2-javascriptcoregtk-4.0,
9487,nibin-dev,CVE-2023-27954 affects libwebkit2gtk-4.0-37,
9488,nibin-dev,CVE-2023-28164 affects firefox,
9489,nibin-dev,CVE-2022-0729 affects vim,
9490,nibin-dev,CVE-2022-0729 affects vim-tiny,
9491,nibin-dev,CVE-2022-0729 affects xxd,
9492,nibin-dev,CVE-2021-25633 affects fonts-opensymbol,
9493,nibin-dev,CVE-2022-3287 affects libfwupd2,
9494,nibin-dev,CVE-2022-45141 affects libwbclient0,
9495,nibin-dev,CVE-2022-45141 affects samba-libs,
9496,nibin-dev,CVE-2022-45142 affects libgssapi3-heimdal,
9497,nibin-dev,CVE-2022-45142 affects libhx509-5-heimdal,
9498,nibin-dev,CVE-2022-45142 affects libkrb5-26-heimdal,
9499,nibin-dev,CVE-2022-45142 affects libroken18-heimdal,
9500,nibin-dev,CVE-2020-27779 affects grub-pc,
9501,nibin-dev,CVE-2023-4733 affects vim-common,
9502,nibin-dev,CVE-2023-4733 affects vim-tiny,
9503,nibin-dev,CVE-2023-4733 affects xxd,
9504,nibin-dev,CVE-2023-50761 affects thunderbird,
9505,nibin-dev,CVE-2023-50762 affects thunderbird,
9506,nibin-dev,CVE-2023-4735 affects vim-tiny,
9507,nibin-dev,CVE-2023-4735 affects xxd,
9508,nibin-dev,CVE-2022-0318 affects xxd,
9509,nibin-dev,CVE-2022-0319 affects vim-common,
9510,nibin-dev,CVE-2024-20952 affects openjdk-17-jre,
9511,nibin-dev,CVE-2024-20952 affects openjdk-17-jre-headless,
9512,nibin-dev,CVE-2024-20952 affects openjdk-8-jdk-headless,
9513,nibin-dev,CVE-2023-34414 affects firefox,
9514,nibin-dev,CVE-2020-23804 affects libpoppler-glib8,
9515,nibin-dev,CVE-2021-22569 affects libprotobuf17,
9516,nibin-dev,CVE-2022-43551 affects libcurl3-gnutls,
9517,nibin-dev,CVE-2022-43552 affects curl,
9518,nibin-dev,CVE-2022-2000 affects vim,
9519,nibin-dev,CVE-2022-2000 affects vim-runtime,
9520,nibin-dev,CVE-2023-3817 affects libssl1.1,
9521,nibin-dev,CVE-2016-1585 affects libapparmor1,
9522,nibin-dev,CVE-2023-45866 affects bluez-cups,
9523,nibin-dev,CVE-2023-45866 affects libbluetooth3,
9524,nibin-dev,CVE-2023-21947 affects libmysqlclient21,
9525,nibin-dev,CVE-2022-23521 affects git-man,
9526,nibin-dev,CVE-2020-28030 affects libwireshark-data,
9527,nibin-dev,CVE-2020-28030 affects libwireshark13,
9528,nibin-dev,CVE-2020-28030 affects libwiretap10,
9529,nibin-dev,CVE-2023-51385 affects openssh-sftp-server,
9530,nibin-dev,CVE-2020-19909 affects libcurl3-gnutls,
9531,nibin-dev,CVE-2022-45703 affects binutils-common,
9532,nibin-dev,CVE-2023-39810 affects busybox-static,
9533,nibin-dev,CVE-2023-3618 affects libtiff5,
9534,nibin-dev,CVE-2022-3234 affects vim-tiny,
9535,nibin-dev,CVE-2022-3234 affects xxd,
9536,nibin-dev,CVE-2020-19190 affects libncurses6,
9537,nibin-dev,CVE-2020-19190 affects libncursesw5,
9538,nibin-dev,CVE-2020-19190 affects libncursesw6,
9539,nibin-dev,CVE-2020-19190 affects ncurses-base,
9540,nibin-dev,CVE-2022-0629 affects vim-common,
9541,nibin-dev,CVE-2023-32721 affects zabbix-agent,
9542,nibin-dev,CVE-2023-32723 affects zabbix-agent,
9543,nibin-dev,CVE-2022-47695 affects libbinutils,
9544,nibin-dev,CVE-2022-47695 affects libctf-nobfd0,
9545,nibin-dev,CVE-2022-47695 affects libctf0,
9546,nibin-dev,CVE-2020-15503 affects libraw19,
9547,nibin-dev,CVE-2022-47696 affects libctf-nobfd0,
9548,nibin-dev,CVE-2023-38633 affects librsvg2-2,
9549,nibin-dev,CVE-2022-28733 affects grub-pc,
9550,nibin-dev,CVE-2022-28733 affects grub-pc-bin,
9551,nibin-dev,CVE-2022-28734 affects grub-pc,
9552,nibin-dev,CVE-2022-28734 affects grub2-common,
9553,nibin-dev,CVE-2022-28735 affects grub-pc-bin,
9554,nibin-dev,CVE-2022-28736 affects grub-pc,
9555,nibin-dev,CVE-2022-28736 affects grub-pc-bin,
9556,nibin-dev,CVE-2022-48564 affects libpython3.8,
9557,nibin-dev,CVE-2022-48564 affects libpython3.8-minimal,
9558,nibin-dev,CVE-2022-48564 affects python3.8-minimal,
9559,nibin-dev,CVE-2022-48565 affects python3.8-minimal,
9560,nibin-dev,CVE-2022-38349 affects libpoppler-cpp0v5,
9561,nibin-dev,CVE-2022-38349 affects poppler-utils,
9562,nibin-dev,CVE-2022-35737 affects sqlite3,
9563,nibin-dev,CVE-2020-36152 affects libmysofa1,
9564,nibin-dev,CVE-2023-24805 affects cups-browsed,
9565,nibin-dev,CVE-2023-4733 affects vim,
9566,nibin-dev,CVE-2023-28319 affects libcurl3-gnutls,
9567,nibin-dev,CVE-2023-28319 affects libcurl4,
9568,nibin-dev,CVE-2023-2283 affects libssh-4,
9569,nibin-dev,CVE-2022-3437 affects libasn1-8-heimdal,
9570,nibin-dev,CVE-2022-3437 affects libwbclient0,
9571,nibin-dev,CVE-2022-4304 affects openssl,
9572,nibin-dev,CVE-2022-0213 affects vim-runtime,
9573,nibin-dev,CVE-2022-0213 affects xxd,
9574,nibin-dev,CVE-2023-39351 affects libfreerdp2-2,
9575,nibin-dev,CVE-2023-39352 affects libfreerdp-client2-2,
9576,nibin-dev,CVE-2023-39352 affects libfreerdp2-2,
9577,nibin-dev,CVE-2023-39353 affects libfreerdp-client2-2,
9578,nibin-dev,CVE-2023-39356 affects libfreerdp2-2,
9579,nibin-dev,CVE-2023-39356 affects libwinpr2-2,
9580,nibin-dev,CVE-2022-29458 affects ncurses-base,
9581,nibin-dev,CVE-2023-1667 affects libssh-gcrypt-4,
9582,nibin-dev,CVE-2019-6285 affects libyaml-cpp0.6,
9583,nibin-dev,CVE-2022-2206 affects vim,
9584,nibin-dev,CVE-2022-2206 affects vim-common,
9585,nibin-dev,CVE-2022-2207 affects vim-common,
9586,nibin-dev,CVE-2022-2207 affects xxd,
9587,nibin-dev,CVE-2023-32210 affects firefox,
9588,nibin-dev,CVE-2023-32211 affects thunderbird,
9589,nibin-dev,CVE-2023-32213 affects thunderbird,
9590,nibin-dev,CVE-2020-21601 affects libde265-0,
9591,nibin-dev,CVE-2020-21602 affects libde265-0,
9592,nibin-dev,CVE-2020-21604 affects libde265-0,
9593,nibin-dev,CVE-2020-21605 affects libde265-0,
9594,nibin-dev,CVE-2020-21606 affects libde265-0,
9595,nibin-dev,CVE-2022-0413 affects vim-runtime,
9596,nibin-dev,CVE-2022-0413 affects vim-tiny,
9597,nibin-dev,CVE-2022-0413 affects xxd,
9598,nibin-dev,CVE-2022-39316 affects libfreerdp-client2-2,
9599,nibin-dev,CVE-2022-39316 affects libfreerdp2-2,
9600,nibin-dev,CVE-2022-39317 affects libfreerdp2-2,
9601,nibin-dev,CVE-2022-39319 affects libfreerdp-client2-2,
9602,nibin-dev,CVE-2022-0417 affects vim,
9603,nibin-dev,CVE-2022-0417 affects vim-common,
9604,nibin-dev,CVE-2022-0417 affects vim-runtime,
9605,nibin-dev,CVE-2022-0417 affects vim-tiny,
9606,nibin-dev,CVE-2022-0417 affects xxd,
9607,nibin-dev,CVE-2022-40960 affects thunderbird-gnome-support,
9608,nibin-dev,CVE-2022-40962 affects firefox,
9609,nibin-dev,CVE-2022-40962 affects thunderbird,
9610,nibin-dev,CVE-2022-40962 affects thunderbird-gnome-support,
9611,nibin-dev,CVE-2022-0361 affects vim-runtime,
9612,nibin-dev,CVE-2023-4781 affects vim,
9613,nibin-dev,CVE-2023-4781 affects vim-tiny,
9614,nibin-dev,CVE-2022-46871 affects firefox,
9615,nibin-dev,CVE-2022-46872 affects firefox,
9616,nibin-dev,CVE-2022-46872 affects thunderbird-gnome-support,
9617,nibin-dev,CVE-2022-0368 affects vim-common,
9618,nibin-dev,CVE-2022-46874 affects thunderbird,
9619,nibin-dev,CVE-2022-46874 affects thunderbird-gnome-support,
9620,nibin-dev,CVE-2023-25729 affects firefox,
9621,nibin-dev,CVE-2023-25729 affects thunderbird,
9622,nibin-dev,CVE-2023-25729 affects thunderbird-gnome-support,
9623,nibin-dev,CVE-2022-1796 affects vim,
9624,nibin-dev,CVE-2022-1796 affects vim-runtime,
9625,nibin-dev,CVE-2021-32272 affects libfaad2,
9626,nibin-dev,CVE-2021-32274 affects libfaad2,
9627,nibin-dev,CVE-2023-37201 affects thunderbird-gnome-support,
9628,nibin-dev,CVE-2023-37202 affects thunderbird-gnome-support,
9629,nibin-dev,CVE-2023-37203 affects firefox,
9630,nibin-dev,CVE-2021-32277 affects libfaad2,
9631,nibin-dev,CVE-2023-37207 affects firefox,
9632,nibin-dev,CVE-2023-37207 affects thunderbird-gnome-support,
9633,nibin-dev,CVE-2023-37208 affects firefox,
9634,nibin-dev,CVE-2023-37208 affects thunderbird-gnome-support,
9635,nibin-dev,CVE-2020-25720 affects libsmbclient,
9636,nibin-dev,CVE-2023-0950 affects fonts-opensymbol,
9637,nibin-dev,CVE-2023-0950 affects libreoffice-calc,
9638,nibin-dev,CVE-2023-0950 affects libreoffice-common,
9639,nibin-dev,CVE-2023-0950 affects libreoffice-draw,
9640,nibin-dev,CVE-2023-0950 affects libreoffice-gtk3,
9641,nibin-dev,CVE-2023-0950 affects libreoffice-help-common,
9642,nibin-dev,CVE-2023-0950 affects libreoffice-impress,
9643,nibin-dev,CVE-2023-0950 affects libreoffice-pdfimport,
9644,nibin-dev,CVE-2023-0950 affects libreoffice-style-tango,
9645,nibin-dev,CVE-2023-0950 affects libridl-java,
9646,nibin-dev,CVE-2023-0950 affects libuno-cppu3,
9647,nibin-dev,CVE-2023-0950 affects libuno-cppuhelpergcc3-3,
9648,nibin-dev,CVE-2023-0950 affects libuno-sal3,
9649,nibin-dev,CVE-2023-0950 affects libuno-salhelpergcc3-3,
9650,nibin-dev,CVE-2023-0950 affects libunoloader-java,
9651,nibin-dev,CVE-2023-0950 affects uno-libs-private,
9652,nibin-dev,CVE-2023-6918 affects libssh-gcrypt-4,
9653,nibin-dev,CVE-2023-29548 affects thunderbird,
9654,nibin-dev,CVE-2022-0572 affects vim,
9655,nibin-dev,CVE-2022-0572 affects vim-common,
9656,nibin-dev,CVE-2022-0572 affects vim-tiny,
9657,nibin-dev,CVE-2023-6860 affects firefox,
9658,nibin-dev,CVE-2023-6860 affects thunderbird,
