Count,Agent Name,Description,Severity Level
9399,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure chrony is enabled and running.,0.5238811839391877
9400,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure ntp access control is configured.,6.6144364987306155
9401,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure Avahi Server is not installed.,5.567053527515844
9402,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure CUPS is not installed.,8.01829282142143
9403,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure DHCP Server is not installed.,1.4688777884793969
9404,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure LDAP server is not installed.,7.759193155532191
9405,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure NFS is not installed.,0.8008398137916262
9406,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure RPC is not installed.,5.114890537829778
9407,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure ufw service is enabled.,9.625688798594979
9408,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure ufw loopback traffic is configured.,4.054497595805316
9409,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nftables is installed.,0.3069512902335625
9410,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nftables base chains exist.,5.526447624039533
9411,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure nftables default deny firewall policy.,7.708495666192996
9412,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/cron.hourly are configured.,6.398801272247923
9413,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/cron.monthly are configured.,0.9700478527762102
9414,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/cron.weekly are configured.,7.772765185160155
9415,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure cron is restricted to authorized users.,3.9075597743540182
9416,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH access is limited.,9.912999179469402
9417,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH LogLevel is appropriate.,9.902616366670882
9418,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH HostbasedAuthentication is disabled.,9.909609125380822
9419,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH PermitEmptyPasswords is disabled.,9.984113688113666
9420,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH PermitUserEnvironment is disabled.,4.34403210464473
9421,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH X11 forwarding is disabled.,8.795263722450834
9422,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure only strong Ciphers are used.,6.1306651424022105
9423,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure only strong MAC algorithms are used.,2.9905212689420324
9424,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH warning banner is configured.,9.456014696092405
9425,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure SSH LoginGraceTime is set to one minute or less.,7.540401468479535
9426,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure sudo is installed.,6.9320390962937095
9427,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure sudo commands use pty.,9.588059223646079
9428,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure sudo authentication timeout is configured correctly.,9.838792661897113
9429,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure access to the su command is restricted.,2.6155980221703414
9430,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure inactive password lock is 30 days or less.,7.526289437408268
9431,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure maximum number of same consecutive characters in a password is configured.,1.2986291521014193
9432,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure systemd-journal-remote is installed.,0.7804472391676964
9433,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure systemd-journal-remote is configured.,3.0873028426628135
9434,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure systemd-journal-remote is enabled.,6.4385046727461095
9435,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure rsyslog service is enabled.,0.5103895198184949
9436,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure auditd is installed.,4.443859260409832
9437,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure auditd service is enabled and active.,9.223771546226518
9438,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure auditing for processes that start prior to auditd is enabled.,9.39909715258803
9439,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure actions as another user are always logged.,4.0217305915287085
9440,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure session initiation information is collected.,4.771742975022924
9441,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure successful and unsuccessful attempts to use the setfacl command are recorded.,0.6738742380555263
9442,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure successful and unsuccessful attempts to use the chacl command are recorded.,5.6672225252643305
9443,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure audit tools are owned by root.,8.142282032521651
9444,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/passwd are configured.,2.1352066620906527
9445,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/passwd- are configured.,8.936695304585879
9446,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/group are configured.,6.096789701620898
9447,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure permissions on /etc/shadow are configured.,1.013607379358642
9448,nibin-dev,CIS Ubuntu Linux 20.04 LTS Benchmark v2.0.0: Ensure accounts in /etc/passwd use shadowed passwords.,6.236315676053678
9449,nibin-dev,CVE-2022-42852 affects libjavascriptcoregtk-4.0-18,7.312811526172428
9450,nibin-dev,CVE-2020-35531 affects libraw19,0.6478302761177712
9451,nibin-dev,CVE-2022-42856 affects gir1.2-javascriptcoregtk-4.0,9.97632726809353
9452,nibin-dev,CVE-2022-42856 affects gir1.2-webkit2-4.0,0.33394668904993097
9453,nibin-dev,CVE-2022-42856 affects libjavascriptcoregtk-4.0-18,7.1247581548401975
9454,nibin-dev,CVE-2022-2257 affects vim-runtime,0.5073287388456404
9455,nibin-dev,CVE-2021-33294 affects libdw1,4.993265737159536
9456,nibin-dev,CVE-2022-28321 affects libpam-modules,6.262106931692055
9457,nibin-dev,CVE-2022-28321 affects libpam-modules-bin,7.273658571573814
9458,nibin-dev,CVE-2022-28321 affects libpam-runtime,7.62355199710088
9459,nibin-dev,CVE-2022-28321 affects libpam0g,7.26570676187582
9460,nibin-dev,CVE-2023-22045 affects openjdk-8-jdk-headless,4.401757613792247
9461,nibin-dev,CVE-2023-22045 affects openjdk-8-jre,9.341187023401403
9462,nibin-dev,CVE-2023-22045 affects openjdk-8-jre-headless,3.361490074679131
9463,nibin-dev,CVE-2023-22048 affects libmysqlclient21,7.060406715878862
9464,nibin-dev,CVE-2023-22049 affects openjdk-8-jdk,5.797453411006231
9465,nibin-dev,CVE-2023-23529 affects libjavascriptcoregtk-4.0-18,0.6870522013395619
9466,nibin-dev,CVE-2022-1941 affects python3-protobuf,7.5322314945987685
9467,nibin-dev,CVE-2022-1942 affects vim,6.9282709760754155
9468,nibin-dev,CVE-2022-1942 affects vim-common,7.261791170739399
9469,nibin-dev,CVE-2022-1942 affects vim-runtime,4.934082557561562
9470,nibin-dev,CVE-2022-1942 affects xxd,7.885077101509156
9471,nibin-dev,CVE-2023-0797 affects libtiff5,4.649682998763691
9472,nibin-dev,CVE-2023-0798 affects libtiff5,9.626554657748516
9473,nibin-dev,CVE-2020-21047 affects libdw1,4.931422636704584
9474,nibin-dev,CVE-2020-21047 affects libelf1,5.263264006421422
9475,nibin-dev,CVE-2024-0567 affects libgnutlsxx28,9.523873165950661
9476,nibin-dev,CVE-2022-1897 affects vim-common,9.053113791026764
9477,nibin-dev,CVE-2023-4581 affects thunderbird,7.946515098200139
9478,nibin-dev,CVE-2023-4583 affects firefox,8.36186777878795
9479,nibin-dev,CVE-2023-4584 affects thunderbird-gnome-support,4.824066195456915
9480,nibin-dev,CVE-2023-4585 affects thunderbird,1.9397014173485017
9481,nibin-dev,CVE-2023-4585 affects thunderbird-gnome-support,6.376202591865512
9482,nibin-dev,CVE-2023-44488 affects libvpx6,4.477229155651294
9483,nibin-dev,CVE-2023-20569 affects amd64-microcode,5.9904283973734
9484,nibin-dev,CVE-2023-0494 affects xserver-common,0.060568991272605954
9485,nibin-dev,CVE-2020-11080 affects libnghttp2-14,0.3843907604830088
9486,nibin-dev,CVE-2023-27954 affects gir1.2-javascriptcoregtk-4.0,0.341748606414779
9487,nibin-dev,CVE-2023-27954 affects libwebkit2gtk-4.0-37,7.389591848540174
9488,nibin-dev,CVE-2023-28164 affects firefox,4.322710193367781
9489,nibin-dev,CVE-2022-0729 affects vim,6.241814184928714
9490,nibin-dev,CVE-2022-0729 affects vim-tiny,2.1342606804539055
9491,nibin-dev,CVE-2022-0729 affects xxd,6.1246972281138845
9492,nibin-dev,CVE-2021-25633 affects fonts-opensymbol,0.2019257472912539
9493,nibin-dev,CVE-2022-3287 affects libfwupd2,3.6684582585208716
9494,nibin-dev,CVE-2022-45141 affects libwbclient0,4.539246330546458
9495,nibin-dev,CVE-2022-45141 affects samba-libs,6.562676202332527
9496,nibin-dev,CVE-2022-45142 affects libgssapi3-heimdal,4.79915795575643
9497,nibin-dev,CVE-2022-45142 affects libhx509-5-heimdal,7.366971228233626
9498,nibin-dev,CVE-2022-45142 affects libkrb5-26-heimdal,2.444119541804465
9499,nibin-dev,CVE-2022-45142 affects libroken18-heimdal,2.158895445935438
9500,nibin-dev,CVE-2020-27779 affects grub-pc,5.007625688844031
9501,nibin-dev,CVE-2023-4733 affects vim-common,9.060636695356328
9502,nibin-dev,CVE-2023-4733 affects vim-tiny,2.8541684240420437
9503,nibin-dev,CVE-2023-4733 affects xxd,9.336493434166643
9504,nibin-dev,CVE-2023-50761 affects thunderbird,6.884688467088061
9505,nibin-dev,CVE-2023-50762 affects thunderbird,4.467954715563026
9506,nibin-dev,CVE-2023-4735 affects vim-tiny,1.1864919665325102
9507,nibin-dev,CVE-2023-4735 affects xxd,9.505969795343583
9508,nibin-dev,CVE-2022-0318 affects xxd,3.691884941460547
9509,nibin-dev,CVE-2022-0319 affects vim-common,1.0990265392642928
9510,nibin-dev,CVE-2024-20952 affects openjdk-17-jre,8.591162669964259
9511,nibin-dev,CVE-2024-20952 affects openjdk-17-jre-headless,4.669568454207392
9512,nibin-dev,CVE-2024-20952 affects openjdk-8-jdk-headless,3.192473642320679
9513,nibin-dev,CVE-2023-34414 affects firefox,0.3124302923152966
9514,nibin-dev,CVE-2020-23804 affects libpoppler-glib8,7.153453770733464
9515,nibin-dev,CVE-2021-22569 affects libprotobuf17,1.4580980652287356
9516,nibin-dev,CVE-2022-43551 affects libcurl3-gnutls,8.489158493698149
9517,nibin-dev,CVE-2022-43552 affects curl,3.0726345090526563
9518,nibin-dev,CVE-2022-2000 affects vim,2.514966332834654
9519,nibin-dev,CVE-2022-2000 affects vim-runtime,2.5828540296862066
9520,nibin-dev,CVE-2023-3817 affects libssl1.1,5.575813441483842
9521,nibin-dev,CVE-2016-1585 affects libapparmor1,3.1755188817851945
9522,nibin-dev,CVE-2023-45866 affects bluez-cups,1.3411017699599392
9523,nibin-dev,CVE-2023-45866 affects libbluetooth3,2.2069973773424523
9524,nibin-dev,CVE-2023-21947 affects libmysqlclient21,6.388481871895674
9525,nibin-dev,CVE-2022-23521 affects git-man,6.645860017054005
9526,nibin-dev,CVE-2020-28030 affects libwireshark-data,4.150085394888196
9527,nibin-dev,CVE-2020-28030 affects libwireshark13,7.687051995744839
9528,nibin-dev,CVE-2020-28030 affects libwiretap10,2.096955425964139
9529,nibin-dev,CVE-2023-51385 affects openssh-sftp-server,7.135541895470535
9530,nibin-dev,CVE-2020-19909 affects libcurl3-gnutls,3.2428150519854224
9531,nibin-dev,CVE-2022-45703 affects binutils-common,4.053271855034884
9532,nibin-dev,CVE-2023-39810 affects busybox-static,5.504389952674035
9533,nibin-dev,CVE-2023-3618 affects libtiff5,6.797399930560088
9534,nibin-dev,CVE-2022-3234 affects vim-tiny,1.1788600808294114
9535,nibin-dev,CVE-2022-3234 affects xxd,8.622601718531573
9536,nibin-dev,CVE-2020-19190 affects libncurses6,2.414435893013802
9537,nibin-dev,CVE-2020-19190 affects libncursesw5,5.794433849443932
9538,nibin-dev,CVE-2020-19190 affects libncursesw6,8.181843645491128
9539,nibin-dev,CVE-2020-19190 affects ncurses-base,8.088733201778933
9540,nibin-dev,CVE-2022-0629 affects vim-common,3.1584292276879045
9541,nibin-dev,CVE-2023-32721 affects zabbix-agent,0.9703027844496726
9542,nibin-dev,CVE-2023-32723 affects zabbix-agent,5.8973085203674245
9543,nibin-dev,CVE-2022-47695 affects libbinutils,2.241273478386349
9544,nibin-dev,CVE-2022-47695 affects libctf-nobfd0,1.7127108810492686
9545,nibin-dev,CVE-2022-47695 affects libctf0,2.6933672337498904
9546,nibin-dev,CVE-2020-15503 affects libraw19,5.550232940933101
9547,nibin-dev,CVE-2022-47696 affects libctf-nobfd0,0.7662978108897545
9548,nibin-dev,CVE-2023-38633 affects librsvg2-2,2.7605844098792565
9549,nibin-dev,CVE-2022-28733 affects grub-pc,7.423167338318839
9550,nibin-dev,CVE-2022-28733 affects grub-pc-bin,8.783331635114484
9551,nibin-dev,CVE-2022-28734 affects grub-pc,0.4013828512346107
9552,nibin-dev,CVE-2022-28734 affects grub2-common,3.9121080039587577
9553,nibin-dev,CVE-2022-28735 affects grub-pc-bin,8.558191088374357
9554,nibin-dev,CVE-2022-28736 affects grub-pc,2.3596195657424635
9555,nibin-dev,CVE-2022-28736 affects grub-pc-bin,1.3658633676147125
9556,nibin-dev,CVE-2022-48564 affects libpython3.8,1.3184749067975954
9557,nibin-dev,CVE-2022-48564 affects libpython3.8-minimal,0.688646902775315
9558,nibin-dev,CVE-2022-48564 affects python3.8-minimal,5.958230223910698
9559,nibin-dev,CVE-2022-48565 affects python3.8-minimal,1.3334915632801403
9560,nibin-dev,CVE-2022-38349 affects libpoppler-cpp0v5,1.0100117273237597
9561,nibin-dev,CVE-2022-38349 affects poppler-utils,5.40631059351894
9562,nibin-dev,CVE-2022-35737 affects sqlite3,4.762457998881686
9563,nibin-dev,CVE-2020-36152 affects libmysofa1,7.1712769539588015
9564,nibin-dev,CVE-2023-24805 affects cups-browsed,3.457538904139147
9565,nibin-dev,CVE-2023-4733 affects vim,7.606707786379744
9566,nibin-dev,CVE-2023-28319 affects libcurl3-gnutls,7.995484012598473
9567,nibin-dev,CVE-2023-28319 affects libcurl4,4.303592209358715
9568,nibin-dev,CVE-2023-2283 affects libssh-4,4.186733075466415
9569,nibin-dev,CVE-2022-3437 affects libasn1-8-heimdal,8.377877478730095
9570,nibin-dev,CVE-2022-3437 affects libwbclient0,6.359692806665086
9571,nibin-dev,CVE-2022-4304 affects openssl,6.054401259690128
9572,nibin-dev,CVE-2022-0213 affects vim-runtime,0.9639220756563183
9573,nibin-dev,CVE-2022-0213 affects xxd,9.432107976865707
9574,nibin-dev,CVE-2023-39351 affects libfreerdp2-2,3.5565259092486077
9575,nibin-dev,CVE-2023-39352 affects libfreerdp-client2-2,7.070028985402235
9576,nibin-dev,CVE-2023-39352 affects libfreerdp2-2,7.236435232167857
9577,nibin-dev,CVE-2023-39353 affects libfreerdp-client2-2,3.482170701492777
9578,nibin-dev,CVE-2023-39356 affects libfreerdp2-2,7.888548734354223
9579,nibin-dev,CVE-2023-39356 affects libwinpr2-2,6.22009376674065
9580,nibin-dev,CVE-2022-29458 affects ncurses-base,2.4156260809520336
9581,nibin-dev,CVE-2023-1667 affects libssh-gcrypt-4,7.75877407276357
9582,nibin-dev,CVE-2019-6285 affects libyaml-cpp0.6,5.113027858727279
9583,nibin-dev,CVE-2022-2206 affects vim,2.530132560272188
9584,nibin-dev,CVE-2022-2206 affects vim-common,0.16207596377099232
9585,nibin-dev,CVE-2022-2207 affects vim-common,4.306103770848687
9586,nibin-dev,CVE-2022-2207 affects xxd,3.433042237853021
9587,nibin-dev,CVE-2023-32210 affects firefox,8.03596405307539
9588,nibin-dev,CVE-2023-32211 affects thunderbird,4.1495083571853355
9589,nibin-dev,CVE-2023-32213 affects thunderbird,8.647221390241306
9590,nibin-dev,CVE-2020-21601 affects libde265-0,0.18908229231708873
9591,nibin-dev,CVE-2020-21602 affects libde265-0,0.8188691130578307
9592,nibin-dev,CVE-2020-21604 affects libde265-0,7.319725613937679
9593,nibin-dev,CVE-2020-21605 affects libde265-0,7.423766868276863
9594,nibin-dev,CVE-2020-21606 affects libde265-0,5.599883887872796
9595,nibin-dev,CVE-2022-0413 affects vim-runtime,1.3993071196335705
9596,nibin-dev,CVE-2022-0413 affects vim-tiny,0.9706388024243418
9597,nibin-dev,CVE-2022-0413 affects xxd,0.31147618573983404
9598,nibin-dev,CVE-2022-39316 affects libfreerdp-client2-2,6.141979313572953
9599,nibin-dev,CVE-2022-39316 affects libfreerdp2-2,2.06461199108521
9600,nibin-dev,CVE-2022-39317 affects libfreerdp2-2,3.0443860876168993
9601,nibin-dev,CVE-2022-39319 affects libfreerdp-client2-2,3.4487792066659084
9602,nibin-dev,CVE-2022-0417 affects vim,4.679673185478764
9603,nibin-dev,CVE-2022-0417 affects vim-common,1.9415605918756706
9604,nibin-dev,CVE-2022-0417 affects vim-runtime,8.70276114389289
9605,nibin-dev,CVE-2022-0417 affects vim-tiny,5.205210960053838
9606,nibin-dev,CVE-2022-0417 affects xxd,9.782207092217782
9607,nibin-dev,CVE-2022-40960 affects thunderbird-gnome-support,7.9246536196910125
9608,nibin-dev,CVE-2022-40962 affects firefox,0.5447841578194534
9609,nibin-dev,CVE-2022-40962 affects thunderbird,1.7198773244878252
9610,nibin-dev,CVE-2022-40962 affects thunderbird-gnome-support,8.86293407979094
9611,nibin-dev,CVE-2022-0361 affects vim-runtime,9.280276882111364
9612,nibin-dev,CVE-2023-4781 affects vim,9.671292954890346
9613,nibin-dev,CVE-2023-4781 affects vim-tiny,0.6711355658628981
9614,nibin-dev,CVE-2022-46871 affects firefox,3.259125497883696
9615,nibin-dev,CVE-2022-46872 affects firefox,9.143393733394928
9616,nibin-dev,CVE-2022-46872 affects thunderbird-gnome-support,2.175376321287905
9617,nibin-dev,CVE-2022-0368 affects vim-common,3.779301140088711
9618,nibin-dev,CVE-2022-46874 affects thunderbird,8.541409276940414
9619,nibin-dev,CVE-2022-46874 affects thunderbird-gnome-support,3.9450228514103824
9620,nibin-dev,CVE-2023-25729 affects firefox,9.238517654969174
9621,nibin-dev,CVE-2023-25729 affects thunderbird,3.5905556821770523
9622,nibin-dev,CVE-2023-25729 affects thunderbird-gnome-support,6.537474590493907
9623,nibin-dev,CVE-2022-1796 affects vim,7.3758031404254
9624,nibin-dev,CVE-2022-1796 affects vim-runtime,7.90396315058712
9625,nibin-dev,CVE-2021-32272 affects libfaad2,5.85234388832661
9626,nibin-dev,CVE-2021-32274 affects libfaad2,9.614178755363685
9627,nibin-dev,CVE-2023-37201 affects thunderbird-gnome-support,8.406705202742128
9628,nibin-dev,CVE-2023-37202 affects thunderbird-gnome-support,6.7333662683880835
9629,nibin-dev,CVE-2023-37203 affects firefox,3.7450318214089604
9630,nibin-dev,CVE-2021-32277 affects libfaad2,2.888958129542225
9631,nibin-dev,CVE-2023-37207 affects firefox,5.916094229356391
9632,nibin-dev,CVE-2023-37207 affects thunderbird-gnome-support,1.387308836825305
9633,nibin-dev,CVE-2023-37208 affects firefox,3.413862877512792
9634,nibin-dev,CVE-2023-37208 affects thunderbird-gnome-support,5.194774012043176
9635,nibin-dev,CVE-2020-25720 affects libsmbclient,6.079693271984676
9636,nibin-dev,CVE-2023-0950 affects fonts-opensymbol,0.9043800240091693
9637,nibin-dev,CVE-2023-0950 affects libreoffice-calc,3.4978074972386763
9638,nibin-dev,CVE-2023-0950 affects libreoffice-common,9.17020061605208
9639,nibin-dev,CVE-2023-0950 affects libreoffice-draw,6.902605655587286
9640,nibin-dev,CVE-2023-0950 affects libreoffice-gtk3,9.445877426210494
9641,nibin-dev,CVE-2023-0950 affects libreoffice-help-common,2.7331190526136195
9642,nibin-dev,CVE-2023-0950 affects libreoffice-impress,3.3886279101021333
9643,nibin-dev,CVE-2023-0950 affects libreoffice-pdfimport,6.14058366019832
9644,nibin-dev,CVE-2023-0950 affects libreoffice-style-tango,0.7266948277617646
9645,nibin-dev,CVE-2023-0950 affects libridl-java,2.7997569343947037
9646,nibin-dev,CVE-2023-0950 affects libuno-cppu3,4.101020576277109
9647,nibin-dev,CVE-2023-0950 affects libuno-cppuhelpergcc3-3,1.6238634700564425
9648,nibin-dev,CVE-2023-0950 affects libuno-sal3,2.4616642729861384
9649,nibin-dev,CVE-2023-0950 affects libuno-salhelpergcc3-3,7.931652398474764
9650,nibin-dev,CVE-2023-0950 affects libunoloader-java,0.9673089683297698
9651,nibin-dev,CVE-2023-0950 affects uno-libs-private,3.3829748122923786
9652,nibin-dev,CVE-2023-6918 affects libssh-gcrypt-4,9.424457633153718
9653,nibin-dev,CVE-2023-29548 affects thunderbird,0.6640282068206926
9654,nibin-dev,CVE-2022-0572 affects vim,4.053117675278235
9655,nibin-dev,CVE-2022-0572 affects vim-common,2.1863632071320502
9656,nibin-dev,CVE-2022-0572 affects vim-tiny,2.376247667021408
9657,nibin-dev,CVE-2023-6860 affects firefox,5.469558842925207
9658,nibin-dev,CVE-2023-6860 affects thunderbird,4.8238854650978125
9659,nibin-dev,CVE-2023-6861 affects thunderbird,0.06682567759098257
9660,nibin-dev,CVE-2023-6863 affects firefox,3.6238359670543896
9661,nibin-dev,CVE-2023-6863 affects thunderbird,7.049413612381832
9662,nibin-dev,CVE-2023-6864 affects thunderbird,2.7620642442844434
9663,nibin-dev,CVE-2023-5169 affects thunderbird-gnome-support,9.707775817143808
9664,nibin-dev,CVE-2022-3705 affects vim,8.917261915374652
9665,nibin-dev,CVE-2022-3705 affects vim-common,5.3206263677444205
9666,nibin-dev,CVE-2022-3705 affects vim-runtime,7.486315174755751
9667,nibin-dev,CVE-2022-44640 affects libheimbase1-heimdal,9.594716334505966
9668,nibin-dev,CVE-2022-2175 affects vim-common,7.07010472876748
9669,nibin-dev,CVE-2022-2175 affects vim-runtime,6.449584724590363
9670,nibin-dev,CVE-2022-2175 affects xxd,4.252746567906018
9671,nibin-dev,CVE-2022-41903 affects git,1.2833712870249714
9672,nibin-dev,CVE-2022-41903 affects git-man,7.289944696645868
9673,nibin-dev,CVE-2022-39282 affects libfreerdp-client2-2,3.699588260639828
9674,nibin-dev,CVE-2022-39282 affects libwinpr2-2,8.251520818046313
9675,nibin-dev,CVE-2022-39283 affects libwinpr2-2,7.819030860272633
9676,nibin-dev,CVE-2023-5725 affects thunderbird-gnome-support,9.062816938155942
9677,nibin-dev,CVE-2023-5728 affects firefox,7.609151194308412
9678,nibin-dev,CVE-2023-5728 affects thunderbird,6.0790594214660985
9679,nibin-dev,CVE-2023-5728 affects thunderbird-gnome-support,9.74468692733507
9680,nibin-dev,CVE-2023-25744 affects firefox,9.702641682904474
9681,nibin-dev,CVE-2023-25745 affects firefox,0.035674293473572094
9682,nibin-dev,CVE-2023-25746 affects thunderbird-gnome-support,0.6809780846264823
9683,nibin-dev,CVE-2023-5678 affects libssl1.1,5.373111654572931
9684,nibin-dev,CVE-2016-2779 affects bsdutils,3.1159588656392634
9685,nibin-dev,CVE-2022-3099 affects xxd,8.132577006250076
9686,nibin-dev,CVE-2023-6212 affects firefox,6.892522472110522
9687,nibin-dev,CVE-2023-6212 affects thunderbird,8.380935390715283
9688,nibin-dev,CVE-2021-4192 affects vim-tiny,5.134989406109396
9689,nibin-dev,CVE-2021-4193 affects vim-runtime,7.348920611204154
9690,nibin-dev,CVE-2021-4193 affects vim-tiny,6.322372375622193
9691,nibin-dev,CVE-2022-1968 affects vim-common,8.381307159030698
9692,nibin-dev,CVE-2018-25004 affects mongodb-clients,0.5142479336065142
9693,nibin-dev,CVE-2018-25004 affects mongodb-server,0.2873992849586626
9694,nibin-dev,CVE-2023-5217 affects thunderbird,7.020199335260551
9695,nibin-dev,CVE-2023-2602 affects libcap2,9.723731540524064
9696,nibin-dev,CVE-2023-2602 affects libpam-cap,7.292256162159724
9697,nibin-dev,CVE-2023-2603 affects libcap2,0.6046494902891009
9698,nibin-dev,CVE-2023-2603 affects libcap2-bin,4.82969819789645
9699,nibin-dev,CVE-2023-2603 affects libpam-cap,4.199307638139205
9700,nibin-dev,CVE-2022-42824 affects gir1.2-javascriptcoregtk-4.0,4.741359648704741
9701,nibin-dev,CVE-2022-42826 affects gir1.2-webkit2-4.0,2.149638391726768
9702,nibin-dev,CVE-2023-37327 affects gstreamer1.0-pulseaudio,5.906473930399291
9703,nibin-dev,CVE-2021-3933 affects libopenexr24,5.714300766130345
9704,nibin-dev,CVE-2022-2124 affects vim-runtime,7.523635549560584
9705,nibin-dev,CVE-2022-2126 affects vim,1.5204349878546708
9706,nibin-dev,CVE-2022-2129 affects vim-common,6.399169073139963
9707,nibin-dev,CVE-2022-2129 affects vim-runtime,5.020006234183539
9708,nibin-dev,CVE-2022-2129 affects vim-tiny,7.089476276905817
9709,nibin-dev,CVE-2022-2129 affects xxd,3.0105623140895785
9710,nibin-dev,CVE-2017-9937 affects libjbig0,9.526681308266657
9711,nibin-dev,CVE-2022-3551 affects xserver-common,5.210877923512984
9712,nibin-dev,CVE-2022-3551 affects xserver-xephyr,9.73353153248506
9713,nibin-dev,CVE-2022-3551 affects xserver-xorg-core,3.050186302172243
9714,nibin-dev,CVE-2022-3551 affects xserver-xorg-legacy,5.784459858549555
9715,nibin-dev,CVE-2021-20333 affects mongodb-server-core,1.5404010662974288
9716,nibin-dev,CVE-2022-45411 affects thunderbird-gnome-support,5.4118332416461
9717,nibin-dev,CVE-2022-45414 affects thunderbird-gnome-support,1.854375843238465
9718,nibin-dev,CVE-2023-43785 affects libx11-xcb1,0.7794944352588695
9719,nibin-dev,CVE-2023-43786 affects libx11-6,7.997132438486011
9720,nibin-dev,CVE-2022-45418 affects thunderbird-gnome-support,2.5380250962274453
9721,nibin-dev,CVE-2023-43787 affects libx11-6,4.335055787075785
9722,nibin-dev,CVE-2023-43788 affects libxpm4,3.0112508811799907
9723,nibin-dev,CVE-2022-2581 affects xxd,1.2237734275459833
9724,nibin-dev,CVE-2022-42010 affects dbus,9.504319924639681
9725,nibin-dev,CVE-2022-42010 affects libdbus-1-3,9.784141237662743
